Month,Car_Model,Segment,Fuel_Type,Engine_CC,Transmission,Seating_Capacity,Ex_Showroom_Price_Lakh,Units_Sold,Revenue_Crores,Mileage_KMPL,Customer_Rating,Annual_Service_Cost_INR,Warranty_Years,Safety_Rating_Stars
2023-11,XUV700,SUV,Diesel,2184,Automatic,5.0,19.28,11892.0,22927.78,19.2,4.3,6958.0,3.0,4.0
2024-06,Thar,SUV,Diesel,2184,Manual,5.0,23.62,8691.0,20528.14,15.5,4.0,6926.0,3.0,4.0
2024-06,Marazzo,MPV,Diesel,1997,Manual,5.0,16.33,5161.0,8427.91,19.4,3.7,12832.0,3.0,3.0
2023-12,XUV300,SUV,Diesel,1197,Automatic,5.0,11.64,3316.0,3859.82,14.4,4.3,9460.0,3.0,3.0
2024-08,XUV300,SUV,Petrol,1997,Manual,7.0,17.78,10739.0,19093.94,19.5,3.7,7721.0,5.0,5.0
2023-09,XUV300,SUV,Petrol,1997,Automatic,5.0,6.34,10896.0,6908.06,16.2,3.5,7517.0,5.0,3.0
2024-02,Scorpio,SUV,Diesel,1197,Automatic,5.0,10.34,12650.0,13080.1,15.4,3.5,12795.0,3.0,5.0
2024-08,Scorpio,SUV,Diesel,1497,Manual,5.0,9.38,3550.0,3329.9,16.3,4.5,6385.0,5.0,3.0
2024-02,KUV100,Hatchback,Diesel,1997,Automatic,5.0,21.69,9294.0,20158.69,17.4,3.8,10482.0,5.0,5.0
2024-12,Scorpio N,SUV,Diesel,1497,Automatic,7.0,6.24,8816.0,5501.18,18.1,4.6,8626.0,3.0,3.0
2023-09,Marazzo,MPV,Diesel,1997,Automatic,5.0,11.23,4999.0,5613.88,19.4,3.7,11298.0,5.0,5.0
2024-09,Scorpio N,SUV,Petrol,1197,Manual,5.0,12.1,11790.0,14265.9,15.1,3.6,7716.0,3.0,3.0
2023-12,XUV700,SUV,Diesel,1497,Automatic,5.0,23.4,1931.0,4518.54,15.6,4.3,12394.0,3.0,3.0
2023-09,KUV100,Hatchback,Diesel,1497,Manual,5.0,14.75,5809.0,8568.27,17.2,4.1,11162.0,3.0,4.0
2024-06,Bolero,SUV,Diesel,1497,Manual,5.0,6.75,13747.0,9279.23,16.3,3.8,6806.0,5.0,4.0
2024-09,Thar,SUV,Diesel,1497,Automatic,5.0,11.71,10566.0,12372.79,19.0,4.2,9077.0,5.0,3.0
2024-04,Marazzo,MPV,Diesel,1497,Manual,5.0,22.34,7567.0,16904.68,16.3,4.7,10322.0,3.0,5.0
2024-08,KUV100,Hatchback,Diesel,1197,Automatic,5.0,21.99,11120.0,24452.88,14.7,4.5,11959.0,5.0,4.0
2023-07,XUV300,SUV,Diesel,1497,Automatic,5.0,10.19,6594.0,6719.29,14.9,3.9,11362.0,3.0,4.0
2023-01,Marazzo,MPV,Diesel,1997,Manual,7.0,18.35,7197.0,13206.5,17.1,4.5,8235.0,5.0,3.0
2024-06,Marazzo,MPV,Diesel,1497,Automatic,5.0,11.8,6274.0,7403.32,15.3,4.2,12590.0,5.0,5.0
2023-01,XUV700,SUV,Diesel,1997,Automatic,5.0,6.55,896.0,586.88,15.0,4.1,7712.0,5.0,5.0
2023-09,XUV300,SUV,Petrol,1997,Automatic,7.0,10.75,10451.0,11234.83,15.7,4.0,11214.0,3.0,3.0
2024-09,Scorpio,SUV,Diesel,1997,Automatic,7.0,17.47,2532.0,4423.4,18.2,4.1,9829.0,5.0,3.0
2024-02,Scorpio,SUV,Petrol,1497,Manual,5.0,7.75,6647.0,5151.43,17.6,3.6,6386.0,3.0,5.0
2024-11,Scorpio,SUV,Diesel,1197,Manual,5.0,18.64,13595.0,25341.08,15.4,4.6,12354.0,5.0,3.0
2023-01,Scorpio,SUV,Petrol,2184,Automatic,5.0,20.63,9800.0,20217.4,14.0,4.3,6274.0,3.0,3.0
2024-04,Thar,SUV,Diesel,1197,Automatic,5.0,18.93,7679.0,14536.35,17.5,4.3,5630.0,3.0,3.0
2023-10,Bolero,SUV,Petrol,1497,Automatic,5.0,19.98,2897.0,5788.21,17.0,4.5,8864.0,5.0,5.0
2024-05,Bolero,SUV,Petrol,2184,Automatic,5.0,7.67,3162.0,2425.25,19.2,4.3,10054.0,5.0,3.0
2023-01,Marazzo,MPV,Diesel,2184,Manual,5.0,9.04,7873.0,7117.19,14.4,4.1,12441.0,5.0,4.0
2023-06,Bolero,SUV,Petrol,1197,Manual,5.0,9.17,10384.0,9522.13,19.9,3.9,11686.0,5.0,4.0
2024-05,Scorpio,SUV,Diesel,1197,Automatic,5.0,12.32,824.0,1015.17,18.5,4.2,5232.0,3.0,3.0
2024-11,Scorpio N,SUV,Diesel,1497,Automatic,7.0,24.1,1009.0,2431.69,20.0,4.5,9534.0,3.0,5.0
2023-03,XUV700,SUV,Petrol,2184,Manual,5.0,19.22,4369.0,8397.22,18.1,3.6,5962.0,3.0,3.0
2023-06,Thar,SUV,Diesel,1997,Manual,5.0,13.66,13142.0,17951.97,17.3,4.4,8300.0,5.0,4.0
2024-02,Bolero Neo,SUV,Diesel,1197,Automatic,7.0,22.45,13880.0,31160.6,16.0,4.4,9472.0,5.0,5.0
2023-01,Scorpio,SUV,Diesel,1497,Manual,5.0,24.42,11796.0,28805.83,16.1,4.7,6981.0,5.0,4.0
2024-01,XUV700,SUV,Petrol,1497,Automatic,5.0,12.28,10536.0,12938.21,14.6,4.3,11802.0,5.0,3.0
2023-10,XUV700,SUV,Diesel,2184,Manual,5.0,12.37,7773.0,9615.2,14.6,4.6,9688.0,5.0,5.0
2024-06,Bolero,SUV,Diesel,1197,Automatic,7.0,10.01,7364.0,7371.36,19.5,3.7,12684.0,3.0,5.0
2024-06,Scorpio,SUV,Petrol,2184,Manual,5.0,7.04,1214.0,854.66,17.5,3.6,11485.0,5.0,5.0
2024-10,Thar,SUV,Diesel,1997,Automatic,7.0,17.61,4568.0,8044.25,19.7,4.3,11827.0,5.0,5.0
2024-02,Scorpio,SUV,Petrol,1197,Manual,5.0,14.09,5119.0,7212.67,18.7,4.1,9944.0,3.0,5.0
2024-02,Bolero,SUV,Petrol,1197,Automatic,7.0,7.49,4301.0,3221.45,19.5,4.0,10565.0,3.0,4.0
2024-11,Scorpio,SUV,Diesel,1197,Manual,5.0,21.45,709.0,1520.8,16.9,4.3,12922.0,5.0,4.0
2024-03,Bolero Neo,SUV,Diesel,1997,Manual,7.0,16.08,530.0,852.24,15.0,4.0,5959.0,3.0,4.0
2024-09,Scorpio,SUV,Petrol,1497,Manual,5.0,21.58,12793.0,27607.29,18.2,3.8,9249.0,3.0,3.0
2023-04,Bolero,SUV,Petrol,1197,Manual,7.0,22.71,1322.0,3002.26,18.3,4.4,7505.0,3.0,4.0
2024-04,KUV100,Hatchback,Diesel,1997,Automatic,5.0,12.95,9865.0,12775.17,15.4,3.6,9126.0,3.0,4.0
2024-04,Marazzo,MPV,Diesel,1497,Automatic,5.0,12.47,6215.0,7750.11,16.3,3.8,9870.0,5.0,3.0
2024-07,Marazzo,MPV,Diesel,1997,Automatic,7.0,15.71,1630.0,2560.73,16.1,4.1,5227.0,5.0,5.0
2023-02,XUV300,SUV,Diesel,1497,Automatic,5.0,6.85,7501.0,5138.18,17.0,4.3,10983.0,3.0,5.0
2023-06,KUV100,Hatchback,Petrol,2184,Manual,5.0,10.31,5396.0,5563.28,18.9,4.4,10148.0,3.0,3.0
2024-04,Scorpio N,SUV,Diesel,2184,Manual,7.0,9.39,6486.0,6090.35,17.7,4.3,8014.0,5.0,4.0
2023-07,Scorpio N,SUV,Diesel,1197,Manual,5.0,22.61,3683.0,8327.26,17.9,4.4,9166.0,5.0,4.0
2023-04,Thar,SUV,Diesel,1997,Automatic,5.0,13.58,11274.0,15310.09,14.8,3.9,10117.0,3.0,4.0
2023-09,Marazzo,MPV,Petrol,2184,Manual,7.0,12.25,2049.0,2510.03,15.6,4.0,7751.0,5.0,3.0
2024-12,Bolero,SUV,Diesel,1497,Manual,7.0,17.49,11121.0,19450.63,17.8,3.7,5288.0,3.0,5.0
2023-03,Thar,SUV,Diesel,1197,Automatic,5.0,19.15,1415.0,2709.72,18.1,3.5,5287.0,3.0,3.0
2023-11,Scorpio,SUV,Petrol,1497,Automatic,5.0,12.5,11064.0,13830.0,18.1,4.1,8275.0,5.0,3.0
2024-11,Bolero Neo,SUV,Petrol,1197,Manual,5.0,7.29,2324.0,1694.2,19.8,4.5,8940.0,3.0,3.0
2024-08,Scorpio N,SUV,Diesel,1197,Manual,5.0,21.72,8657.0,18803.0,17.3,4.6,9039.0,3.0,4.0
2023-02,XUV700,SUV,Petrol,1997,Automatic,5.0,9.67,7563.0,7313.42,19.2,3.5,8023.0,5.0,4.0
2024-11,Scorpio N,SUV,Diesel,1497,Manual,5.0,7.32,11925.0,8729.1,16.7,4.6,7673.0,5.0,5.0
2024-08,Thar,SUV,Petrol,1997,Automatic,7.0,16.25,6501.0,10564.12,14.7,4.4,11527.0,5.0,4.0
2023-05,Marazzo,MPV,Petrol,1197,Manual,5.0,17.8,10616.0,18896.48,17.1,3.9,5800.0,3.0,5.0
2024-09,XUV700,SUV,Petrol,1197,Automatic,7.0,16.16,9343.0,15098.29,19.6,4.7,9645.0,5.0,4.0
2024-09,Scorpio,SUV,Petrol,1997,Manual,5.0,19.56,2852.0,5578.51,14.1,4.1,12304.0,3.0,3.0
2023-07,Bolero Neo,SUV,Diesel,1197,Manual,5.0,8.67,11932.0,10345.04,17.8,3.8,10189.0,3.0,3.0
2024-07,XUV700,SUV,Diesel,1197,Manual,7.0,22.38,1583.0,3542.75,18.4,4.5,11628.0,3.0,5.0
2023-07,Thar,SUV,Petrol,1197,Manual,7.0,14.73,9756.0,14370.59,19.8,4.6,12191.0,3.0,5.0
2023-08,Scorpio,SUV,Petrol,1497,Manual,5.0,9.35,4471.0,4180.39,16.5,4.0,5014.0,5.0,4.0
2023-06,Bolero Neo,SUV,Petrol,1997,Automatic,5.0,13.16,10229.0,13461.36,14.0,4.6,10717.0,3.0,5.0
2024-09,Scorpio N,SUV,Petrol,1197,Automatic,5.0,24.34,896.0,2180.86,19.4,3.7,10516.0,5.0,4.0
2024-08,Bolero,SUV,Petrol,2184,Manual,5.0,24.61,9954.0,24496.79,18.7,4.5,5573.0,3.0,5.0
2023-08,Bolero,SUV,Diesel,1497,Automatic,5.0,21.63,12982.0,28080.07,14.7,4.6,9620.0,5.0,5.0
2023-10,XUV300,SUV,Petrol,2184,Automatic,5.0,9.35,10803.0,10100.81,16.0,3.8,11593.0,3.0,5.0
2024-02,XUV700,SUV,Diesel,1197,Manual,7.0,17.94,10449.0,18745.51,15.5,4.5,5058.0,5.0,3.0
2024-06,KUV100,Hatchback,Diesel,1997,Automatic,5.0,16.69,4527.0,7555.56,16.7,4.6,6572.0,5.0,5.0
2024-07,KUV100,Hatchback,Petrol,1997,Automatic,5.0,14.49,10962.0,15883.94,16.0,3.8,9102.0,3.0,5.0
2024-05,XUV700,SUV,Diesel,1497,Manual,7.0,11.69,12918.0,15101.14,16.8,4.1,7401.0,3.0,5.0
2023-10,XUV700,SUV,Petrol,1497,Manual,5.0,23.67,10417.0,24657.04,17.8,4.2,6257.0,3.0,3.0
2023-09,KUV100,Hatchback,Petrol,1197,Manual,7.0,7.45,7968.0,5936.16,19.3,3.9,11215.0,5.0,4.0
2023-10,XUV700,SUV,Petrol,2184,Manual,5.0,11.95,9039.0,10801.6,18.5,4.2,7339.0,5.0,5.0
2024-08,Marazzo,MPV,Petrol,2184,Automatic,5.0,18.81,1993.0,3748.83,15.9,4.2,8962.0,3.0,3.0
2024-12,XUV700,SUV,Petrol,2184,Manual,5.0,18.24,6403.0,11679.07,15.1,3.8,5656.0,5.0,3.0
2023-08,Marazzo,MPV,Petrol,2184,Manual,7.0,18.51,4470.0,8273.97,16.5,4.3,5621.0,5.0,5.0
2024-07,Scorpio,SUV,Petrol,1497,Manual,5.0,18.86,13141.0,24783.93,19.8,4.0,9079.0,3.0,4.0
2023-06,Thar,SUV,Petrol,1497,Manual,5.0,8.91,10105.0,9003.56,14.4,3.6,6189.0,3.0,5.0
2023-01,Thar,SUV,Petrol,1497,Manual,7.0,13.87,8916.0,12366.49,16.4,4.6,6796.0,5.0,5.0
2024-02,Bolero,SUV,Petrol,1997,Manual,7.0,23.29,2565.0,5973.89,19.4,4.0,7674.0,5.0,3.0
2024-11,XUV700,SUV,Petrol,1497,Manual,5.0,21.73,10709.0,23270.66,15.4,3.8,7823.0,5.0,5.0
2024-07,Scorpio,SUV,Diesel,1197,Manual,7.0,16.13,10106.0,16300.98,18.6,4.4,10800.0,3.0,4.0
2023-05,Scorpio N,SUV,Diesel,2184,Manual,7.0,8.08,8482.0,6853.46,18.4,4.5,11948.0,3.0,5.0
2024-01,Bolero Neo,SUV,Petrol,2184,Automatic,5.0,24.68,6438.0,15888.98,14.2,4.1,5035.0,3.0,5.0
2024-03,Scorpio N,SUV,Diesel,2184,Manual,5.0,15.2,12410.0,18863.2,14.5,4.3,6904.0,5.0,4.0
2024-02,KUV100,Hatchback,Diesel,1497,Automatic,5.0,11.89,5362.0,6375.42,15.5,3.6,10409.0,5.0,3.0
2023-12,Bolero,SUV,Diesel,1497,Manual,5.0,10.79,4754.0,5129.57,16.6,4.6,12408.0,5.0,5.0
2023-07,Scorpio N,SUV,Diesel,1497,Automatic,5.0,7.17,2150.0,1541.55,16.2,4.0,9349.0,5.0,5.0
2023-07,Scorpio N,SUV,Diesel,1197,Manual,5.0,8.52,6642.0,5658.98,19.3,4.6,9353.0,5.0,5.0
2024-12,Scorpio,SUV,Diesel,1997,Automatic,7.0,9.36,10866.0,10170.58,15.5,3.9,6237.0,3.0,4.0
2023-10,Bolero,SUV,Diesel,1197,Manual,5.0,9.21,4789.0,4410.67,19.2,3.5,9991.0,5.0,5.0
2024-03,KUV100,Hatchback,Petrol,1997,Manual,7.0,19.45,13266.0,25802.37,14.8,4.6,8062.0,3.0,4.0
2024-07,Marazzo,MPV,Petrol,1997,Manual,5.0,14.77,13478.0,19907.01,17.2,4.5,6315.0,3.0,3.0
2024-11,Scorpio,SUV,Petrol,1197,Automatic,7.0,24.52,11599.0,28440.75,16.8,4.7,11145.0,5.0,3.0
2023-03,XUV700,SUV,Diesel,1497,Automatic,5.0,14.12,2426.0,3425.51,15.6,4.0,11673.0,5.0,5.0
2024-12,Bolero Neo,SUV,Diesel,1197,Manual,7.0,23.12,7197.0,16639.46,18.4,4.5,11848.0,5.0,3.0
2024-05,Marazzo,MPV,Diesel,2184,Automatic,7.0,10.73,2939.0,3153.55,15.8,4.0,7564.0,3.0,5.0
2023-07,Scorpio,SUV,Petrol,1197,Manual,5.0,12.98,10207.0,13248.69,17.3,4.0,6588.0,5.0,4.0
2024-05,Bolero Neo,SUV,Diesel,1497,Manual,5.0,19.27,5792.0,11161.18,16.1,3.5,12803.0,3.0,3.0
2023-09,XUV700,SUV,Petrol,1997,Automatic,7.0,24.36,1665.0,4055.94,16.1,4.6,9146.0,3.0,5.0
2024-01,Bolero,SUV,Diesel,1497,Manual,5.0,8.29,2478.0,2054.26,19.0,3.9,11091.0,5.0,3.0
2023-08,Scorpio,SUV,Petrol,2184,Automatic,5.0,16.11,13871.0,22346.18,15.8,3.7,11429.0,3.0,4.0
2023-04,Bolero Neo,SUV,Diesel,2184,Manual,5.0,13.77,12566.0,17303.38,15.5,4.6,9420.0,5.0,5.0
2024-07,Thar,SUV,Petrol,1197,Manual,5.0,15.84,2906.0,4603.1,17.2,4.1,11232.0,3.0,5.0
2023-12,Marazzo,MPV,Diesel,1997,Automatic,5.0,7.47,10552.0,7882.34,19.9,4.4,6925.0,3.0,4.0
2023-07,Scorpio N,SUV,Diesel,2184,Automatic,7.0,8.87,1938.0,1719.01,19.1,4.5,12123.0,5.0,5.0
2023-07,Thar,SUV,Petrol,2184,Manual,5.0,12.79,11047.0,14129.11,16.9,3.5,9769.0,5.0,5.0
2024-11,XUV700,SUV,Petrol,1497,Automatic,7.0,6.35,6474.0,4110.99,17.9,4.0,5347.0,5.0,5.0
2023-08,Bolero,SUV,Petrol,1197,Manual,5.0,24.18,8752.0,21162.34,18.2,4.0,6342.0,3.0,5.0
2024-09,XUV700,SUV,Petrol,1197,Automatic,5.0,15.96,12616.0,20135.14,16.9,4.3,6388.0,3.0,4.0
2023-12,Scorpio N,SUV,Petrol,2184,Automatic,5.0,9.63,11723.0,11289.25,17.7,4.0,10123.0,3.0,5.0
2024-11,Scorpio,SUV,Diesel,1497,Manual,5.0,24.84,10345.0,25696.98,18.5,4.3,7704.0,5.0,5.0
2024-11,KUV100,Hatchback,Diesel,1497,Automatic,7.0,19.69,6852.0,13491.59,16.4,4.1,11607.0,3.0,3.0
2023-11,Scorpio,SUV,Diesel,1197,Manual,5.0,16.44,12599.0,20712.76,15.3,3.7,7315.0,5.0,5.0
2023-01,Bolero,SUV,Diesel,2184,Manual,7.0,23.99,5376.0,12897.02,16.0,4.1,11932.0,3.0,5.0
2024-12,XUV700,SUV,Petrol,1197,Manual,5.0,11.33,6799.0,7703.27,18.4,4.0,6990.0,5.0,3.0
2024-09,Scorpio,SUV,Petrol,2184,Automatic,7.0,19.59,14000.0,27426.0,14.2,4.1,5634.0,3.0,5.0
2023-01,Bolero Neo,SUV,Petrol,2184,Automatic,5.0,9.96,5519.0,5496.92,17.7,3.6,7933.0,5.0,5.0
2023-05,Scorpio N,SUV,Petrol,1497,Automatic,7.0,22.88,2010.0,4598.88,15.4,4.5,10951.0,3.0,5.0
2024-05,Thar,SUV,Petrol,2184,Automatic,5.0,11.96,11759.0,14063.76,14.3,4.5,5633.0,3.0,4.0
2024-09,XUV700,SUV,Diesel,1197,Manual,5.0,7.69,2334.0,1794.85,16.7,4.6,10079.0,5.0,4.0
2023-03,Marazzo,MPV,Diesel,1197,Manual,5.0,9.67,6756.0,6533.05,19.5,4.1,11918.0,3.0,4.0
2023-12,XUV300,SUV,Diesel,2184,Manual,5.0,21.02,3559.0,7481.02,15.8,4.2,9214.0,3.0,4.0
2023-11,Marazzo,MPV,Diesel,1497,Automatic,7.0,15.51,8679.0,13461.13,17.8,3.6,6183.0,5.0,4.0
2023-09,Thar,SUV,Diesel,1497,Manual,5.0,13.76,13594.0,18705.34,19.8,4.2,9075.0,5.0,4.0
2024-05,KUV100,Hatchback,Diesel,2184,Manual,5.0,14.94,8180.0,12220.92,17.9,4.7,10648.0,5.0,4.0
2024-01,KUV100,Hatchback,Petrol,1197,Manual,5.0,17.52,996.0,1744.99,15.5,3.8,12432.0,5.0,3.0
2023-08,Bolero Neo,SUV,Diesel,1997,Manual,7.0,17.52,12740.0,22320.48,16.9,4.5,11574.0,3.0,3.0
2023-01,Scorpio,SUV,Diesel,1497,Automatic,7.0,12.81,7840.0,10043.04,18.6,4.1,12175.0,5.0,5.0
2023-08,Marazzo,MPV,Petrol,1497,Manual,5.0,20.52,2747.0,5636.84,16.8,4.4,9083.0,3.0,5.0
2024-10,Thar,SUV,Diesel,2184,Manual,7.0,10.0,13695.0,13695.0,16.8,3.6,12970.0,5.0,3.0
2024-05,Scorpio,SUV,Petrol,1497,Manual,5.0,22.95,12811.0,29401.25,18.7,4.4,6771.0,3.0,3.0
2023-11,Bolero Neo,SUV,Petrol,2184,Automatic,5.0,6.55,11607.0,7602.58,17.2,4.4,10580.0,3.0,5.0
2024-05,Scorpio,SUV,Diesel,1197,Automatic,7.0,7.2,11003.0,7922.16,14.2,3.9,6434.0,3.0,4.0
2024-04,XUV300,SUV,Petrol,1997,Manual,5.0,23.4,1334.0,3121.56,19.0,4.5,10394.0,5.0,5.0
2023-06,Scorpio,SUV,Petrol,2184,Automatic,5.0,18.8,1825.0,3431.0,18.9,3.6,8103.0,3.0,5.0
2024-08,Scorpio N,SUV,Diesel,1197,Manual,5.0,7.59,6036.0,4581.32,16.0,4.5,7592.0,5.0,5.0
2023-02,Bolero,SUV,Diesel,1197,Manual,5.0,16.8,7180.0,12062.4,18.2,4.4,7585.0,3.0,3.0
2023-11,Scorpio,SUV,Petrol,1997,Automatic,5.0,18.19,11974.0,21780.71,15.5,3.7,10898.0,5.0,4.0
2024-07,XUV700,SUV,Petrol,1497,Manual,5.0,21.82,3628.0,7916.3,15.4,4.4,8698.0,5.0,4.0
2024-02,Bolero Neo,SUV,Petrol,1997,Automatic,5.0,7.28,477.0,347.26,17.1,3.9,7478.0,3.0,3.0
2023-07,Marazzo,MPV,Petrol,1997,Automatic,5.0,15.01,11681.0,17533.18,19.0,3.6,6640.0,5.0,3.0
2023-02,Marazzo,MPV,Petrol,1997,Automatic,7.0,23.57,1744.0,4110.61,15.0,4.4,11202.0,5.0,4.0
2023-10,Marazzo,MPV,Diesel,1497,Manual,5.0,13.08,8746.0,11439.77,17.9,4.6,9640.0,3.0,5.0
2024-06,Bolero Neo,SUV,Petrol,2184,Manual,7.0,9.33,9787.0,9131.27,17.5,3.6,13000.0,3.0,3.0
2023-02,Bolero Neo,SUV,Petrol,1997,Manual,7.0,17.25,7839.0,13522.27,15.4,3.8,11491.0,5.0,4.0
2024-03,XUV700,SUV,Diesel,1997,Manual,5.0,10.0,10447.0,10447.0,19.5,4.3,10302.0,5.0,5.0
2024-03,Scorpio,SUV,Diesel,1497,Manual,5.0,19.38,3101.0,6009.74,16.9,3.8,10498.0,3.0,5.0
2024-12,XUV700,SUV,Diesel,1497,Manual,5.0,13.76,5593.0,7695.97,18.1,4.2,10889.0,3.0,3.0
2024-08,XUV300,SUV,Petrol,2184,Automatic,5.0,14.63,13106.0,19174.08,14.4,4.3,8704.0,3.0,4.0
2024-12,XUV300,SUV,Petrol,1497,Manual,5.0,9.27,7288.0,6755.98,15.2,4.6,10833.0,3.0,5.0
2023-10,XUV300,SUV,Petrol,1997,Manual,5.0,15.34,2312.0,3546.61,17.5,4.6,5665.0,5.0,4.0
2023-09,Bolero,SUV,Diesel,2184,Automatic,7.0,15.13,12389.0,18744.56,15.3,4.3,12368.0,5.0,4.0
2023-04,Bolero,SUV,Petrol,1997,Automatic,7.0,22.62,13840.0,31306.08,16.4,4.5,12991.0,5.0,4.0
2024-12,Marazzo,MPV,Diesel,1197,Manual,5.0,13.75,4686.0,6443.25,15.4,4.1,7314.0,5.0,3.0
2023-03,Thar,SUV,Diesel,1497,Automatic,5.0,11.11,3251.0,3611.86,15.9,4.4,12346.0,3.0,4.0
2023-08,Scorpio N,SUV,Diesel,2184,Manual,5.0,24.94,11413.0,28464.02,16.4,3.7,10994.0,5.0,4.0
2024-04,Marazzo,MPV,Petrol,1497,Automatic,5.0,23.14,7789.0,18023.75,15.6,3.6,5398.0,3.0,5.0
2023-07,KUV100,Hatchback,Petrol,2184,Automatic,7.0,6.93,1340.0,928.62,17.1,4.4,12387.0,3.0,3.0
2024-02,XUV300,SUV,Diesel,1997,Manual,7.0,12.35,1101.0,1359.74,15.4,3.6,6594.0,5.0,3.0
2023-03,XUV700,SUV,Petrol,1997,Automatic,5.0,7.29,3485.0,2540.57,16.5,4.3,9995.0,5.0,5.0
2024-07,Scorpio N,SUV,Diesel,1197,Manual,5.0,20.54,9044.0,18576.38,19.8,3.7,10264.0,3.0,4.0
2024-06,Scorpio N,SUV,Diesel,2184,Automatic,5.0,8.18,4975.0,4069.55,18.2,4.3,5803.0,3.0,4.0
2024-12,XUV300,SUV,Petrol,1997,Manual,7.0,11.67,1268.0,1479.76,15.0,4.5,12572.0,3.0,5.0
2024-02,Bolero,SUV,Diesel,1197,Automatic,5.0,23.61,5517.0,13025.64,18.7,3.8,12628.0,3.0,5.0
2024-03,XUV300,SUV,Diesel,1497,Manual,7.0,17.65,11772.0,20777.58,15.9,3.7,7573.0,5.0,5.0
2023-09,Bolero,SUV,Diesel,1197,Manual,5.0,10.12,12023.0,12167.28,14.1,3.7,8059.0,3.0,3.0
2024-08,Bolero Neo,SUV,Diesel,1197,Manual,7.0,16.38,4436.0,7266.17,16.5,4.4,11692.0,5.0,4.0
2023-03,Scorpio N,SUV,Diesel,1197,Manual,5.0,12.21,9385.0,11459.09,14.3,4.1,7672.0,5.0,5.0
2023-01,XUV300,SUV,Diesel,2184,Manual,5.0,9.58,1090.0,1044.22,14.8,4.0,10481.0,5.0,4.0
2024-10,XUV700,SUV,Petrol,2184,Automatic,5.0,14.64,9832.0,14394.05,15.9,3.7,5485.0,3.0,5.0
2024-02,Bolero Neo,SUV,Petrol,1197,Automatic,5.0,22.22,7962.0,17691.56,14.7,4.1,10998.0,5.0,4.0
2024-08,Bolero,SUV,Petrol,1997,Manual,5.0,9.93,5573.0,5533.99,15.1,3.6,6074.0,3.0,3.0
2024-03,Scorpio N,SUV,Diesel,1497,Manual,5.0,7.5,12829.0,9621.75,18.2,4.3,12695.0,3.0,3.0
2023-10,Thar,SUV,Diesel,1497,Manual,7.0,11.59,2047.0,2372.47,17.5,4.3,9826.0,3.0,3.0
2024-01,Scorpio N,SUV,Petrol,1197,Manual,7.0,9.06,13567.0,12291.7,18.4,4.4,8473.0,5.0,3.0
