Month,Car_Model,Segment,Fuel_Type,Engine_CC,Transmission,Seating_Capacity,Ex_Showroom_Price_Lakh,Units_Sold,Revenue_Crores,Mileage_KMPL,Customer_Rating,Annual_Service_Cost_INR,Warranty_Years,Safety_Rating_Stars
2023-12,XUV300,SUV,Diesel,1197,Automatic,5,11.64,3316,3859.82,14.4,4.3,9460,3,3
2024-08,XUV300,SUV,Petrol,1997,Manual,7,17.78,10739,19093.94,19.5,3.7,7721,5,5
2023-09,XUV300,SUV,Petrol,1997,Automatic,5,6.34,10896,6908.06,16.2,3.5,7517,5,3
2024-02,Scorpio,SUV,Diesel,1197,Automatic,5,10.34,12650,13080.1,15.4,3.5,12795,3,5
2024-08,Scorpio,SUV,Diesel,1497,Manual,5,9.38,3550,3329.9,16.3,4.5,6385,5,3
2024-02,KUV100,Hatchback,Diesel,1997,Automatic,5,21.69,9294,20158.69,17.4,3.8,10482,5,5
2024-12,Scorpio N,SUV,Diesel,1497,Automatic,7,6.24,8816,5501.18,18.1,4.6,8626,3,3
2023-09,Scorpio N,SUV,Diesel,1997,Manual,7,21.86,12075,26395.95,19.3,4.4,8456,5,
2023-09,Marazzo,MPV,Diesel,1997,Automatic,5,11.23,4999,5613.88,19.4,3.7,11298,5,5
2024-09,Scorpio N,SUV,Petrol,1197,Manual,5,12.1,11790,14265.9,15.1,3.6,7716,3,3
2024-11,Scorpio N,SUV,Diesel,2184,Manual,5,18.73,,10299.63,15.9,3.9,12053,3,3
2023-12,XUV700,SUV,Diesel,1497,Automatic,5,23.4,1931,4518.54,15.6,4.3,12394,3,3
2023-09,KUV100,Hatchback,Diesel,1497,Manual,5,14.75,5809,8568.27,17.2,4.1,11162,3,4
2024-06,Bolero,SUV,Diesel,1497,Manual,5,6.75,13747,9279.23,16.3,3.8,6806,5,4
2024-09,Thar,SUV,Diesel,1497,Automatic,5,11.71,10566,12372.79,19,4.2,9077,5,3
2024-09,Bolero Neo,SUV,Petrol,2184,Automatic,7,24.67,1392,,19.7,4.4,10342,5,4
2024-04,Marazzo,MPV,Diesel,1497,Manual,5,22.34,7567,16904.68,16.3,4.7,10322,3,5
2024-08,KUV100,Hatchback,Diesel,1197,Automatic,5,21.99,11120,24452.88,14.7,4.5,11959,5,4
2023-07,XUV300,SUV,Diesel,1497,Automatic,5,10.19,6594,6719.29,14.9,3.9,11362,3,4
2023-01,Marazzo,MPV,Diesel,1997,Manual,7,18.35,7197,13206.5,17.1,4.5,8235,5,3
2024-06,Marazzo,MPV,Diesel,1497,Automatic,5,11.8,6274,7403.32,15.3,4.2,12590,5,5
2023-01,XUV700,SUV,Diesel,1997,Automatic,5,6.55,896,586.88,15,4.1,7712,5,5
2023-09,XUV300,SUV,Petrol,1997,Automatic,7,10.75,10451,11234.83,15.7,4,11214,3,3
2024-09,Scorpio,SUV,Diesel,1997,Automatic,7,17.47,2532,4423.4,18.2,4.1,9829,5,3
2024-02,Scorpio,SUV,Petrol,1497,Manual,5,7.75,6647,5151.43,17.6,3.6,6386,3,5
2024-11,Scorpio,SUV,Diesel,1197,Manual,5,18.64,13595,25341.08,15.4,4.6,12354,5,3
2023-01,Scorpio,SUV,Petrol,2184,Automatic,5,20.63,9800,20217.4,14,4.3,6274,3,3
2024-05,KUV100,Hatchback,Diesel,1197,Manual,5,11.49,,13347.93,16.1,3.9,12179,5,4
2024-09,Thar,SUV,Diesel,1997,Automatic,5,20.6,8397,17297.82,15.4,3.5,,5,5
2024-04,Thar,SUV,Diesel,1197,Automatic,5,18.93,7679,14536.35,17.5,4.3,5630,3,3
2023-10,Bolero,SUV,Petrol,1497,Automatic,5,19.98,2897,5788.21,17,4.5,8864,5,5
2024-05,Bolero,SUV,Petrol,2184,Automatic,5,7.67,3162,2425.25,19.2,4.3,10054,5,3
2023-10,KUV100,Hatchback,Diesel,1997,Automatic,7,,7896,10470.1,17,4.5,9736,3,4
2023-01,Marazzo,MPV,Diesel,2184,Manual,5,9.04,7873,7117.19,14.4,4.1,12441,5,4
2023-06,Bolero,SUV,Petrol,1197,Manual,5,9.17,10384,9522.13,19.9,3.9,11686,5,4
2024-05,Scorpio,SUV,Diesel,1197,Automatic,5,12.32,824,1015.17,18.5,4.2,5232,3,3
2024-11,Scorpio N,SUV,Diesel,1497,Automatic,7,24.1,1009,2431.69,20,4.5,9534,3,5
2023-03,XUV700,SUV,Petrol,2184,Manual,5,19.22,4369,8397.22,18.1,3.6,5962,3,3
2023-06,Thar,SUV,Diesel,1997,Manual,5,13.66,13142,17951.97,17.3,4.4,8300,5,4
2023-01,XUV300,SUV,Petrol,2184,Manual,5,19.58,3917,,14.2,4,6366,5,4
2024-02,Bolero Neo,SUV,Diesel,1197,Automatic,7,22.45,13880,31160.6,16,4.4,9472,5,5
2023-01,Scorpio,SUV,Diesel,1497,Manual,5,24.42,11796,28805.83,16.1,4.7,6981,5,4
2024-01,XUV700,SUV,Petrol,1497,Automatic,5,12.28,10536,12938.21,14.6,4.3,11802,5,3
2024-12,Scorpio,SUV,Diesel,1997,Manual,5,12.76,567,723.49,,4.4,12641,3,3
2023-10,XUV700,SUV,Diesel,2184,Manual,5,12.37,7773,9615.2,14.6,4.6,9688,5,5
2024-06,Bolero,SUV,Diesel,1197,Automatic,7,10.01,7364,7371.36,19.5,3.7,12684,3,5
2024-06,Scorpio,SUV,Petrol,2184,Manual,5,7.04,1214,854.66,17.5,3.6,11485,5,5
2024-10,Thar,SUV,Diesel,1997,Automatic,7,17.61,4568,8044.25,19.7,4.3,11827,5,5
2024-02,Scorpio,SUV,Petrol,1197,Manual,5,14.09,5119,7212.67,18.7,4.1,9944,3,5
2024-02,Bolero,SUV,Petrol,1197,Automatic,7,7.49,4301,3221.45,19.5,4,10565,3,4
2024-11,Scorpio,SUV,Diesel,1197,Manual,5,21.45,709,1520.8,16.9,4.3,12922,5,4
2024-03,Bolero Neo,SUV,Diesel,1997,Manual,7,16.08,530,852.24,15,4,5959,3,4
2024-09,Scorpio,SUV,Petrol,1497,Manual,5,21.58,12793,27607.29,18.2,3.8,9249,3,3
2023-04,Bolero,SUV,Petrol,1197,Manual,7,22.71,1322,3002.26,18.3,4.4,7505,3,4
2024-04,KUV100,Hatchback,Diesel,1997,Automatic,5,12.95,9865,12775.17,15.4,3.6,9126,3,4
2024-04,Marazzo,MPV,Diesel,1497,Automatic,5,12.47,6215,7750.11,16.3,3.8,9870,5,3
2024-07,Marazzo,MPV,Diesel,1997,Automatic,7,15.71,1630,2560.73,16.1,4.1,5227,5,5
2023-02,XUV300,SUV,Diesel,1497,Automatic,5,6.85,7501,5138.18,17,4.3,10983,3,5
2023-06,KUV100,Hatchback,Petrol,2184,Manual,5,10.31,5396,5563.28,18.9,4.4,10148,3,3
2024-04,Scorpio N,SUV,Diesel,2184,Manual,7,9.39,6486,6090.35,17.7,4.3,8014,5,4
2023-07,Scorpio N,SUV,Diesel,1197,Manual,5,22.61,3683,8327.26,17.9,4.4,9166,5,4
2023-04,Thar,SUV,Diesel,1997,Automatic,5,13.58,11274,15310.09,14.8,3.9,10117,3,4
2023-09,Marazzo,MPV,Petrol,2184,Manual,7,12.25,2049,2510.03,15.6,4,7751,5,3
2024-12,Bolero,SUV,Diesel,1497,Manual,7,17.49,11121,19450.63,17.8,3.7,5288,3,5
2023-03,Thar,SUV,Diesel,1197,Automatic,5,19.15,1415,2709.72,18.1,3.5,5287,3,3
2023-09,Marazzo,MPV,Diesel,1497,Automatic,,8.78,6239,,18.8,3.5,5928,3,4
2023-11,Scorpio,SUV,Petrol,1497,Automatic,5,12.5,11064,13830,18.1,4.1,8275,5,3
2024-11,Bolero Neo,SUV,Petrol,1197,Manual,5,7.29,2324,1694.2,19.8,4.5,8940,3,3
2024-08,Scorpio N,SUV,Diesel,1197,Manual,5,21.72,8657,18803,17.3,4.6,9039,3,4
2023-02,XUV700,SUV,Petrol,1997,Automatic,5,9.67,7563,7313.42,19.2,3.5,8023,5,4
2024-11,Scorpio N,SUV,Diesel,1497,Manual,5,7.32,11925,8729.1,16.7,4.6,7673,5,5
2024-10,Marazzo,MPV,Petrol,1997,Automatic,,16.83,4952,8334.22,19.5,3.8,7899,5,5
2024-08,Thar,SUV,Petrol,1997,Automatic,7,16.25,6501,10564.12,14.7,4.4,11527,5,4
2023-05,Marazzo,MPV,Petrol,1197,Manual,5,17.8,10616,18896.48,17.1,3.9,5800,3,5
2024-09,XUV700,SUV,Petrol,1197,Automatic,7,16.16,9343,15098.29,19.6,4.7,9645,5,4
2024-09,Scorpio,SUV,Petrol,1997,Manual,5,19.56,2852,5578.51,14.1,4.1,12304,3,3
2023-07,Bolero Neo,SUV,Diesel,1197,Manual,5,8.67,11932,10345.04,17.8,3.8,10189,3,3
2024-07,XUV700,SUV,Diesel,1197,Manual,7,22.38,1583,3542.75,18.4,4.5,11628,3,5
2023-07,Thar,SUV,Petrol,1197,Manual,7,14.73,9756,14370.59,19.8,4.6,12191,3,5
2023-08,Scorpio,SUV,Petrol,1497,Manual,5,9.35,4471,4180.39,16.5,4,5014,5,4
2023-06,Bolero Neo,SUV,Petrol,1997,Automatic,5,13.16,10229,13461.36,14,4.6,10717,3,5
2024-09,Scorpio N,SUV,Petrol,1197,Automatic,5,24.34,896,2180.86,19.4,3.7,10516,5,4
2024-08,Bolero,SUV,Petrol,2184,Manual,5,24.61,9954,24496.79,18.7,4.5,5573,3,5
2023-08,Bolero,SUV,Diesel,1497,Automatic,5,21.63,12982,28080.07,14.7,4.6,9620,5,5
2023-10,XUV300,SUV,Petrol,2184,Automatic,5,9.35,10803,10100.81,16,3.8,11593,3,5
2024-02,XUV700,SUV,Diesel,1197,Manual,7,17.94,10449,18745.51,15.5,4.5,5058,5,3
2024-06,KUV100,Hatchback,Diesel,1997,Automatic,5,16.69,4527,7555.56,16.7,4.6,6572,5,5
2024-07,KUV100,Hatchback,Petrol,1997,Automatic,5,14.49,10962,15883.94,16,3.8,9102,3,5
2024-05,XUV700,SUV,Diesel,1497,Manual,7,11.69,12918,15101.14,16.8,4.1,7401,3,5
2023-10,XUV700,SUV,Petrol,1497,Manual,5,23.67,10417,24657.04,17.8,4.2,6257,3,3
2023-09,KUV100,Hatchback,Petrol,1197,Manual,7,7.45,7968,5936.16,19.3,3.9,11215,5,4
2023-10,XUV700,SUV,Petrol,2184,Manual,5,11.95,9039,10801.6,18.5,4.2,7339,5,5
2024-08,Marazzo,MPV,Petrol,2184,Automatic,5,18.81,1993,3748.83,15.9,4.2,8962,3,3
2024-12,XUV700,SUV,Petrol,2184,Manual,5,18.24,6403,11679.07,15.1,3.8,5656,5,3
2023-08,Marazzo,MPV,Petrol,2184,Manual,7,18.51,4470,8273.97,16.5,4.3,5621,5,5
2024-07,Scorpio,SUV,Petrol,1497,Manual,5,18.86,13141,24783.93,19.8,4,9079,3,4
2023-06,Thar,SUV,Petrol,1497,Manual,5,8.91,10105,9003.56,14.4,3.6,6189,3,5
2023-01,Thar,SUV,Petrol,1497,Manual,7,13.87,8916,12366.49,16.4,4.6,6796,5,5
2024-02,Bolero,SUV,Petrol,1997,Manual,7,23.29,2565,5973.89,19.4,4,7674,5,3
2024-11,XUV700,SUV,Petrol,1497,Manual,5,21.73,10709,23270.66,15.4,3.8,7823,5,5
2024-07,Scorpio,SUV,Diesel,1197,Manual,7,16.13,10106,16300.98,18.6,4.4,10800,3,4
2023-05,Scorpio N,SUV,Diesel,2184,Manual,7,8.08,8482,6853.46,18.4,4.5,11948,3,5
2024-01,Bolero Neo,SUV,Petrol,2184,Automatic,5,24.68,6438,15888.98,14.2,4.1,5035,3,5
2024-03,Scorpio N,SUV,Diesel,2184,Manual,5,15.2,12410,18863.2,14.5,4.3,6904,5,4
2024-02,KUV100,Hatchback,Diesel,1497,Automatic,5,11.89,5362,6375.42,15.5,3.6,10409,5,3
2023-12,Bolero,SUV,Diesel,1497,Manual,5,10.79,4754,5129.57,16.6,4.6,12408,5,5
2023-07,Scorpio N,SUV,Diesel,1497,Automatic,5,7.17,2150,1541.55,16.2,4,9349,5,5
2023-07,Scorpio N,SUV,Diesel,1197,Manual,5,8.52,6642,5658.98,19.3,4.6,9353,5,5
2024-12,Scorpio,SUV,Diesel,1997,Automatic,7,9.36,10866,10170.58,15.5,3.9,6237,3,4
2023-10,Bolero,SUV,Diesel,1197,Manual,5,9.21,4789,4410.67,19.2,3.5,9991,5,5
2024-03,KUV100,Hatchback,Petrol,1997,Manual,7,19.45,13266,25802.37,14.8,4.6,8062,3,4
2024-07,Marazzo,MPV,Petrol,1997,Manual,5,14.77,13478,19907.01,17.2,4.5,6315,3,3
2024-11,Scorpio,SUV,Petrol,1197,Automatic,7,24.52,11599,28440.75,16.8,4.7,11145,5,3
2023-03,XUV700,SUV,Diesel,1497,Automatic,5,14.12,2426,3425.51,15.6,4,11673,5,5
2024-12,Bolero Neo,SUV,Diesel,1197,Manual,7,23.12,7197,16639.46,18.4,4.5,11848,5,3
2024-05,Marazzo,MPV,Diesel,2184,Automatic,7,10.73,2939,3153.55,15.8,4,7564,3,5
2023-07,Scorpio,SUV,Petrol,1197,Manual,5,12.98,10207,13248.69,17.3,4,6588,5,4
2024-05,Bolero Neo,SUV,Diesel,1497,Manual,5,19.27,5792,11161.18,16.1,3.5,12803,3,3
2023-09,XUV700,SUV,Petrol,1997,Automatic,7,24.36,1665,4055.94,16.1,4.6,9146,3,5
2024-01,Bolero,SUV,Diesel,1497,Manual,5,8.29,2478,2054.26,19,3.9,11091,5,3
2023-08,Scorpio,SUV,Petrol,2184,Automatic,5,16.11,13871,22346.18,15.8,3.7,11429,3,4
2023-04,Bolero Neo,SUV,Diesel,2184,Manual,5,13.77,12566,17303.38,15.5,4.6,9420,5,5
2024-07,Thar,SUV,Petrol,1197,Manual,5,15.84,2906,4603.1,17.2,4.1,11232,3,5
2023-12,Marazzo,MPV,Diesel,1997,Automatic,5,7.47,10552,7882.34,19.9,4.4,6925,3,4
2023-07,Scorpio N,SUV,Diesel,2184,Automatic,7,8.87,1938,1719.01,19.1,4.5,12123,5,5
2023-07,Thar,SUV,Petrol,2184,Manual,5,12.79,11047,14129.11,16.9,3.5,9769,5,5
2024-11,XUV700,SUV,Petrol,1497,Automatic,7,6.35,6474,4110.99,17.9,4,5347,5,5
2023-08,Bolero,SUV,Petrol,1197,Manual,5,24.18,8752,21162.34,18.2,4,6342,3,5
2024-09,XUV700,SUV,Petrol,1197,Automatic,5,15.96,12616,20135.14,16.9,4.3,6388,3,4
2023-12,Scorpio N,SUV,Petrol,2184,Automatic,5,9.63,11723,11289.25,17.7,4,10123,3,5
2024-11,Scorpio,SUV,Diesel,1497,Manual,5,24.84,10345,25696.98,18.5,4.3,7704,5,5
2024-11,KUV100,Hatchback,Diesel,1497,Automatic,7,19.69,6852,13491.59,16.4,4.1,11607,3,3
2023-11,Scorpio,SUV,Diesel,1197,Manual,5,16.44,12599,20712.76,15.3,3.7,7315,5,5
2023-01,Bolero,SUV,Diesel,2184,Manual,7,23.99,5376,12897.02,16,4.1,11932,3,5
2024-12,XUV700,SUV,Petrol,1197,Manual,5,11.33,6799,7703.27,18.4,4,6990,5,3
2024-09,Scorpio,SUV,Petrol,2184,Automatic,7,19.59,14000,27426,14.2,4.1,5634,3,5
2023-01,Bolero Neo,SUV,Petrol,2184,Automatic,5,9.96,5519,5496.92,17.7,3.6,7933,5,5
2023-05,Scorpio N,SUV,Petrol,1497,Automatic,7,22.88,2010,4598.88,15.4,4.5,10951,3,5
2024-07,Marazzo,MPV,Petrol,1197,Manual,5,7.46,13099,9771.85,,3.8,9418,3,3
2024-01,Scorpio N,SUV,Diesel,1497,Automatic,7,11.12,7842,,14.4,4.1,12932,3,4
2024-05,Thar,SUV,Petrol,2184,Automatic,5,11.96,11759,14063.76,14.3,4.5,5633,3,4
2024-03,XUV300,SUV,Petrol,1197,Automatic,5,22.7,7251,16459.77,15.4,3.7,8652,,5
2024-09,XUV700,SUV,Diesel,1197,Manual,5,7.69,2334,1794.85,16.7,4.6,10079,5,4
2023-03,Marazzo,MPV,Diesel,1197,Manual,5,9.67,6756,6533.05,19.5,4.1,11918,3,4
2023-08,Scorpio,SUV,Diesel,1197,Manual,5,7.57,1266,958.36,15.6,4.2,7366,5,
2023-12,XUV300,SUV,Diesel,2184,Manual,5,21.02,3559,7481.02,15.8,4.2,9214,3,4
2023-11,Marazzo,MPV,Diesel,1497,Automatic,7,15.51,8679,13461.13,17.8,3.6,6183,5,4
2023-09,Thar,SUV,Diesel,1497,Manual,5,13.76,13594,18705.34,19.8,4.2,9075,5,4
2024-03,KUV100,Hatchback,Petrol,1497,Automatic,5,18.26,12336,22525.54,,4.3,6774,5,3
2024-05,KUV100,Hatchback,Diesel,2184,Manual,5,14.94,8180,12220.92,17.9,4.7,10648,5,4
2024-01,KUV100,Hatchback,Petrol,1197,Manual,5,17.52,996,1744.99,15.5,3.8,12432,5,3
2023-03,XUV300,SUV,Petrol,2184,Automatic,5,10.88,414,,16.7,3.9,5192,3,3
2023-08,Bolero Neo,SUV,Diesel,1997,Manual,7,17.52,12740,22320.48,16.9,4.5,11574,3,3
2023-01,Scorpio,SUV,Diesel,1497,Automatic,7,12.81,7840,10043.04,18.6,4.1,12175,5,5
2023-08,Marazzo,MPV,Petrol,1497,Manual,5,20.52,2747,5636.84,16.8,4.4,9083,3,5
2024-10,Thar,SUV,Diesel,2184,Manual,7,10,13695,13695,16.8,3.6,12970,5,3
2024-05,Scorpio,SUV,Petrol,1497,Manual,5,22.95,12811,29401.25,18.7,4.4,6771,3,3
2023-11,Bolero Neo,SUV,Petrol,2184,Automatic,5,6.55,11607,7602.58,17.2,4.4,10580,3,5
2024-05,Scorpio,SUV,Diesel,1197,Automatic,7,7.2,11003,7922.16,14.2,3.9,6434,3,4
2024-04,XUV300,SUV,Petrol,1997,Manual,5,23.4,1334,3121.56,19,4.5,10394,5,5
2023-06,Scorpio,SUV,Petrol,2184,Automatic,5,18.8,1825,3431,18.9,3.6,8103,3,5
2024-08,Scorpio N,SUV,Diesel,1197,Manual,5,7.59,6036,4581.32,16,4.5,7592,5,5
2023-02,Bolero,SUV,Diesel,1197,Manual,5,16.8,7180,12062.4,18.2,4.4,7585,3,3
2023-11,Scorpio,SUV,Petrol,1997,Automatic,5,18.19,11974,21780.71,15.5,3.7,10898,5,4
2024-07,XUV700,SUV,Petrol,1497,Manual,5,21.82,3628,7916.3,15.4,4.4,8698,5,4
2024-02,Bolero Neo,SUV,Petrol,1997,Automatic,5,7.28,477,347.26,17.1,3.9,7478,3,3
2023-07,Marazzo,MPV,Petrol,1997,Automatic,5,15.01,11681,17533.18,19,3.6,6640,5,3
2023-02,Marazzo,MPV,Petrol,1997,Automatic,7,23.57,1744,4110.61,15,4.4,11202,5,4
2023-10,Marazzo,MPV,Diesel,1497,Manual,5,13.08,8746,11439.77,17.9,4.6,9640,3,5
2024-06,Bolero Neo,SUV,Petrol,2184,Manual,7,9.33,9787,9131.27,17.5,3.6,13000,3,3
2023-02,Bolero Neo,SUV,Petrol,1997,Manual,7,17.25,7839,13522.27,15.4,3.8,11491,5,4
2024-03,XUV700,SUV,Diesel,1997,Manual,5,10,10447,10447,19.5,4.3,10302,5,5
2024-03,Scorpio,SUV,Diesel,1497,Manual,5,19.38,3101,6009.74,16.9,3.8,10498,3,5
2024-12,XUV700,SUV,Diesel,1497,Manual,5,13.76,5593,7695.97,18.1,4.2,10889,3,3
2024-08,XUV300,SUV,Petrol,2184,Automatic,5,14.63,13106,19174.08,14.4,4.3,8704,3,4
2024-12,XUV300,SUV,Petrol,1497,Manual,5,9.27,7288,6755.98,15.2,4.6,10833,3,5
2023-10,XUV300,SUV,Petrol,1997,Manual,5,15.34,2312,3546.61,17.5,4.6,5665,5,4
2023-09,Bolero,SUV,Diesel,2184,Automatic,7,15.13,12389,18744.56,15.3,4.3,12368,5,4
2023-04,Bolero,SUV,Petrol,1997,Automatic,7,22.62,13840,31306.08,16.4,4.5,12991,5,4
2024-12,Marazzo,MPV,Diesel,1197,Manual,5,13.75,4686,6443.25,15.4,4.1,7314,5,3
2023-03,Thar,SUV,Diesel,1497,Automatic,5,11.11,3251,3611.86,15.9,4.4,12346,3,4
2023-08,Scorpio N,SUV,Diesel,2184,Manual,5,24.94,11413,28464.02,16.4,3.7,10994,5,4
2024-04,Marazzo,MPV,Petrol,1497,Automatic,5,23.14,7789,18023.75,15.6,3.6,5398,3,5
2023-07,KUV100,Hatchback,Petrol,2184,Automatic,7,6.93,1340,928.62,17.1,4.4,12387,3,3
2024-02,XUV300,SUV,Diesel,1997,Manual,7,12.35,1101,1359.74,15.4,3.6,6594,5,3
2023-03,XUV700,SUV,Petrol,1997,Automatic,5,7.29,3485,2540.57,16.5,4.3,9995,5,5
2024-07,Scorpio N,SUV,Diesel,1197,Manual,5,20.54,9044,18576.38,19.8,3.7,10264,3,4
2024-06,Scorpio N,SUV,Diesel,2184,Automatic,5,8.18,4975,4069.55,18.2,4.3,5803,3,4
2024-12,XUV300,SUV,Petrol,1997,Manual,7,11.67,1268,1479.76,15,4.5,12572,3,5
2024-02,Bolero,SUV,Diesel,1197,Automatic,5,23.61,5517,13025.64,18.7,3.8,12628,3,5
2024-03,XUV300,SUV,Diesel,1497,Manual,7,17.65,11772,20777.58,15.9,3.7,7573,5,5
2023-09,Bolero,SUV,Diesel,1197,Manual,5,10.12,12023,12167.28,14.1,3.7,8059,3,3
2024-08,Bolero Neo,SUV,Diesel,1197,Manual,7,16.38,4436,7266.17,16.5,4.4,11692,5,4
2023-03,Scorpio N,SUV,Diesel,1197,Manual,5,12.21,9385,11459.09,14.3,4.1,7672,5,5
2023-01,XUV300,SUV,Diesel,2184,Manual,5,9.58,1090,1044.22,14.8,4,10481,5,4
2024-10,XUV700,SUV,Petrol,2184,Automatic,5,14.64,9832,14394.05,15.9,3.7,5485,3,5
2024-02,Bolero Neo,SUV,Petrol,1197,Automatic,5,22.22,7962,17691.56,14.7,4.1,10998,5,4
2024-08,Bolero,SUV,Petrol,1997,Manual,5,9.93,5573,5533.99,15.1,3.6,6074,3,3
2024-03,Scorpio N,SUV,Diesel,1497,Manual,5,7.5,12829,9621.75,18.2,4.3,12695,3,3
2023-10,Thar,SUV,Diesel,1497,Manual,7,11.59,2047,2372.47,17.5,4.3,9826,3,3
2024-01,Scorpio N,SUV,Petrol,1197,Manual,7,9.06,13567,12291.7,18.4,4.4,8473,5,3
2023-04,Bolero,SUV,Petrol,1197,Automatic,7,7.64,5282,4035.45,18.3,4.3,9555,3,3
2024-02,Thar,SUV,Diesel,1197,Automatic,7,12.92,2676,3457.39,16.6,4.6,12924,5,3
2023-07,Bolero,SUV,Petrol,1497,Automatic,7,13.77,13529,18629.43,17.7,4.5,9813,3,4
2023-01,KUV100,Hatchback,Petrol,2184,Manual,5,6.83,1276,871.51,17.9,4.2,9964,5,5
2024-06,Scorpio,SUV,Petrol,1197,Manual,5,23.4,10155,23762.7,19.1,4,10592,5,3
2023-10,Bolero Neo,SUV,Petrol,1497,Manual,5,7.04,7430,5230.72,15.5,4.2,10405,5,4
2023-10,Bolero Neo,SUV,Diesel,1497,Manual,5,23.3,2414,5624.62,17.3,3.9,9841,3,3
2024-09,KUV100,Hatchback,Petrol,1997,Manual,7,14.26,7161,10211.59,15.1,4.4,9340,3,4
2024-03,Scorpio,SUV,Petrol,1197,Automatic,7,16.13,10243,16521.96,14.9,4.5,10100,5,3
2024-07,Thar,SUV,Petrol,1997,Automatic,5,17.85,7633,13624.91,14.1,4,12000,3,4
2023-08,XUV700,SUV,Petrol,1497,Automatic,5,15.51,8873,13762.02,14.8,3.9,7853,3,3
2024-05,KUV100,Hatchback,Diesel,1997,Automatic,5,10.81,2855,3086.26,16.5,3.6,5994,5,4
2024-08,Scorpio,SUV,Diesel,1997,Automatic,7,23.16,9030,20913.48,18.1,4.2,9984,5,5
2023-07,Scorpio,SUV,Petrol,2184,Manual,5,20.91,10671,22313.06,19.2,4.4,7957,3,3
2024-11,Scorpio N,SUV,Petrol,1997,Automatic,5,14.11,10555,14893.1,19.3,4.4,9992,5,3
2023-07,XUV700,SUV,Petrol,1197,Manual,7,11.55,6260,7230.3,17.3,4.2,10384,5,5
2024-04,KUV100,Hatchback,Petrol,1997,Manual,7,8.04,423,340.09,14.2,4.6,10741,3,5
2023-12,Scorpio N,SUV,Diesel,2184,Automatic,7,16.75,1825,3056.88,18.7,4.4,9578,5,3
2024-01,KUV100,Hatchback,Diesel,2184,Automatic,5,21.43,6753,14471.68,15.7,4.3,5288,5,3
