Month,Car_Model,Segment,Fuel_Type,Engine_CC,Transmission,Seating_Capacity,Ex_Showroom_Price_Lakh,Units_Sold,Revenue_Crores,Mileage_KMPL,Customer_Rating,Annual_Service_Cost_INR,Warranty_Years,Safety_Rating_Stars
2024-02,Grand i10 Nios,Hatchback,Diesel,999,Automatic,7,13.91,2946,4097.89,19.9,3.8,4391,3,4
2023-05,Exter,SUV,Petrol,1197,Automatic,5,7.86,10558,8298.59,19.6,4.1,10899,3,4
2023-01,Tucson,SUV,Diesel,1999,Manual,5,15.56,7384,11489.5,17.3,4.1,9961,3,4
2024-06,Tucson,SUV,Petrol,1497,Automatic,5,20.61,8285,17075.39,21.8,4.3,9107,3,3
2023-11,Aura,Sedan,Petrol,1999,Manual,7,7.09,7627,5407.54,18,4,6494,5,5
2023-04,Venue,SUV,Diesel,1999,Automatic,7,10.99,4836,5314.76,16.3,3.6,9035,5,5
2024-05,Tucson,SUV,Petrol,1197,Manual,7,16.15,13109,21171.03,18.5,4.5,6314,3,3
2024-09,Grand i10 Nios,Hatchback,Diesel,1497,Automatic,5,12.26,2703,3313.88,15.6,3.7,7531,5,3
2023-01,Verna,Sedan,Diesel,1999,Manual,5,18.44,1026,1891.94,15.5,4.1,7727,5,4
2023-12,Grand i10 Nios,Hatchback,Petrol,999,Manual,7,17.26,10935,18873.81,16.4,3.5,6465,3,4
2024-11,Verna,Sedan,Diesel,1197,Manual,5,10.62,13426,14258.41,19.3,4.6,4858,5,5
2023-12,Aura,Sedan,Petrol,1497,Manual,5,20.14,9512,19157.17,15.5,4.7,10920,5,5
2023-01,Aura,Sedan,Petrol,1197,Automatic,5,18.05,8742,15779.31,15.7,3.6,10290,5,3
2023-08,Grand i10 Nios,Hatchback,Diesel,1497,Manual,7,14.93,6619,9882.17,21.9,4.5,11138,3,5
2024-03,Verna,Sedan,Diesel,1999,Manual,5,9.34,3426,3199.88,17,4.1,4310,5,4
2023-04,Grand i10 Nios,Hatchback,Petrol,1197,Manual,5,18.29,12505,22871.64,21.8,4.5,4955,3,3
2023-12,Grand i10 Nios,Hatchback,Diesel,1197,Automatic,5,11.94,3336,3983.18,16.9,4.6,10130,3,4
2024-07,Creta,SUV,Diesel,1197,Automatic,7,14.68,2948,4327.66,19,4,10688,3,4
2023-07,Aura,Sedan,Petrol,1497,Automatic,5,18.09,11710,21183.39,17.7,4.7,,5,4
2023-04,Creta,SUV,Petrol,999,Automatic,5,20.89,4314,9011.95,17.8,4.2,5238,3,3
2024-09,Venue,SUV,Petrol,1197,Manual,5,15.6,7149,11152.44,18.6,4.1,4514,5,4
2023-02,Alcazar,SUV,Diesel,1197,Manual,5,19.46,3169,6166.87,15.9,4.5,5830,5,4
2023-12,Grand i10 Nios,Hatchback,Diesel,1497,Manual,7,18.53,13780,25534.34,16.8,3.9,11682,5,5
2023-02,Tucson,SUV,Petrol,999,Automatic,5,24.79,12440,30838.76,18.1,4.1,9133,5,5
2024-03,Exter,SUV,Petrol,1497,Manual,5,19.92,12975,25846.2,21.9,4.4,7888,5,4
2023-10,Venue,SUV,Diesel,999,Automatic,5,23.94,12088,28938.67,22,4.8,8167,5,3
2023-01,Verna,Sedan,Diesel,1197,Automatic,5,6.33,2775,1756.58,19.1,3.6,4036,5,3
2024-07,Alcazar,SUV,Petrol,1999,Automatic,7,22.57,7016,15835.11,17,4.2,11175,3,4
2024-11,Aura,Sedan,Diesel,1999,Automatic,7,11.86,3642,4319.41,17.5,4.1,9672,5,4
2024-07,Creta,SUV,Petrol,1197,Automatic,5,22.98,13936,32024.93,20.2,4.3,7676,3,4
2024-02,Alcazar,SUV,Diesel,1999,Automatic,5,9.57,3915,3746.66,17.5,3.6,9377,5,5
2023-03,i20,Hatchback,Diesel,1497,Manual,5,23.37,5977,13968.25,19.7,4.5,8117,5,3
2023-09,Tucson,SUV,Petrol,1999,Manual,5,25,3514,8785,20.5,4,7201,3,5
2023-08,Venue,SUV,Diesel,999,Automatic,5,11.2,14160,15859.2,20.3,4,10128,5,4
2024-03,Tucson,SUV,Diesel,999,Manual,5,11.34,874,991.12,19.1,3.6,5979,3,4
2023-04,Alcazar,SUV,Diesel,1999,Automatic,5,17.27,1003,1732.18,17.7,3.7,4255,5,5
2024-01,Alcazar,SUV,Diesel,999,Automatic,5,17.55,10623,18643.36,18.3,4.7,6308,3,5
2023-04,i20,Hatchback,Diesel,1999,Manual,5,19.64,13404,26325.46,18,3.8,4036,3,4
2024-07,Aura,Sedan,Petrol,1197,Automatic,5,17.71,12526,22183.55,15.4,4.2,5402,5,3
2024-08,Venue,SUV,Petrol,1197,Automatic,5,6.24,11118,6937.63,20.7,4.2,6706,3,4
2024-05,Aura,Sedan,Diesel,1197,Manual,5,22.96,3978,9133.49,19.4,4,7353,3,5
2024-10,Venue,SUV,Diesel,1497,Manual,5,9.94,3222,3202.67,19.1,4.3,10202,5,3
2024-01,Alcazar,SUV,Diesel,1197,Manual,7,16.64,6525,10857.6,15.1,4.7,7168,5,5
2023-11,Aura,Sedan,Diesel,1197,Automatic,5,24.6,12611,31023.06,20.2,4.3,10148,5,3
2023-08,Verna,Sedan,Diesel,999,Automatic,5,22.52,3293,7415.84,20,3.9,4144,3,4
2024-09,Grand i10 Nios,Hatchback,Diesel,1497,Manual,5,23.97,2385,5716.84,20.3,4.7,5926,5,4
2023-06,Venue,SUV,Diesel,1497,Automatic,5,10.65,859,914.84,18.4,3.7,9613,5,3
2023-03,Venue,SUV,Diesel,1497,Automatic,5,18.09,1242,2246.78,20.9,3.7,10428,5,3
2023-05,i20,Hatchback,Petrol,1497,Manual,5,11.96,6118,7317.13,15.3,4.5,8207,5,4
2024-04,Verna,Sedan,Petrol,1197,Manual,7,10.06,1940,1951.64,16.1,3.7,4924,3,4
2023-07,Alcazar,SUV,Diesel,1999,Automatic,5,21.47,7752,16643.54,16.3,4.5,4739,3,4
2023-05,Alcazar,SUV,Petrol,1197,Manual,5,8.22,10491,8623.6,15.9,4.4,11664,5,4
2023-12,Verna,Sedan,Petrol,1497,Automatic,5,7.87,6692,5266.6,17.6,3.8,11639,5,5
2024-02,Tucson,SUV,Petrol,1999,Manual,5,19.49,1718,3348.38,16.6,4.3,6323,3,4
2024-08,Exter,SUV,Petrol,1197,Automatic,5,19.32,10964,21182.45,18.6,4,5370,3,5
2023-12,Creta,SUV,Diesel,1999,Manual,5,20.05,10990,22034.95,20.4,3.8,11317,5,4
2024-06,i20,Hatchback,Diesel,1197,Automatic,7,16.87,4139,6982.49,18.8,3.9,,5,3
2023-05,Alcazar,SUV,Diesel,1999,Manual,5,14.04,7556,10608.62,19.9,3.9,8032,5,4
2024-01,Creta,SUV,Petrol,1197,Automatic,5,16.39,1816,2976.42,16.7,4.1,8445,3,3
2023-11,Exter,SUV,Petrol,1197,Manual,5,13.04,1196,1559.58,19.9,4.3,9682,3,5
2023-09,Exter,SUV,Diesel,1197,Manual,5,6.83,3368,2300.34,21.7,3.6,11320,3,4
2024-07,Verna,Sedan,Petrol,1999,Automatic,5,8.39,13849,11619.31,19.4,3.9,11418,5,5
2024-02,Aura,Sedan,Diesel,1497,Manual,7,10.88,14854,16161.15,19.4,4.1,9230,5,3
2023-02,Aura,Sedan,Diesel,1197,Automatic,5,23.21,11202,25999.84,21.4,4.3,11516,3,4
2024-05,i20,Hatchback,Diesel,1197,Manual,5,12.26,3885,4763.01,18.8,4,7553,3,3
2023-02,i20,Hatchback,Petrol,999,Automatic,5,12.48,13060,16298.88,20.3,4.6,7574,5,3
2024-11,Alcazar,SUV,Petrol,1497,Automatic,5,11.66,5682,6625.21,15.8,4.5,8762,5,5
2023-01,Grand i10 Nios,Hatchback,Petrol,1497,Manual,7,16.38,7740,12678.12,19.2,3.6,10439,5,3
2023-08,Venue,SUV,Diesel,999,Automatic,5,18.34,2471,4531.81,16.4,3.8,10766,5,4
2024-03,Alcazar,SUV,Diesel,999,Manual,5,14.9,12162,18121.38,17.2,4.4,5326,3,4
2024-02,Tucson,SUV,Diesel,1197,Manual,7,10.39,7289,7573.27,21.7,4.5,7875,5,5
2023-10,Verna,Sedan,Petrol,1197,Automatic,7,11.25,3814,4290.75,21.2,4.6,9767,3,5
2023-12,Alcazar,SUV,Petrol,999,Automatic,5,20.53,12789,26255.82,21.8,4.2,10980,3,5
2024-04,Creta,SUV,Petrol,1999,Manual,5,22.18,3732,8277.58,16.9,4.4,10409,5,3
2023-09,Grand i10 Nios,Hatchback,Diesel,999,Automatic,5,9.09,11850,10771.65,20.6,4.4,5234,3,5
2024-10,Tucson,SUV,Petrol,999,Manual,5,11.35,4953,5621.65,19,3.6,5014,5,3
2023-12,Alcazar,SUV,Diesel,1999,Automatic,5,21.56,3511,7569.72,16.8,3.8,8741,3,4
2024-06,Venue,SUV,Petrol,1999,Automatic,5,9.6,11247,10797.12,20.5,4.1,4487,3,4
2024-04,Venue,SUV,Diesel,999,Manual,5,11.18,10285,11498.63,19,4.3,5490,3,3
2024-04,Verna,Sedan,Diesel,1197,Automatic,5,12.94,8249,10674.21,18.7,4.3,6061,5,5
2024-08,Exter,SUV,Diesel,999,Automatic,5,8.16,5066,4133.86,18.7,4,4854,3,5
2024-08,Aura,Sedan,Diesel,999,Automatic,5,22.02,11276,24829.75,16.6,4,9394,3,5
2023-07,i20,Hatchback,Diesel,999,Manual,7,23.08,5233,12077.76,17.3,3.6,10137,3,4
2024-07,Exter,SUV,Petrol,1197,Manual,5,17.28,10716,18517.25,16.9,4.2,4880,5,5
2023-10,Exter,SUV,Petrol,999,Automatic,5,14.96,12082,18074.67,19,3.9,7451,5,3
2024-10,i20,Hatchback,Petrol,1999,Manual,7,6.4,8626,5520.64,20.7,4,4915,3,3
2023-10,Alcazar,SUV,Diesel,1497,Automatic,7,16.79,10434,17518.69,20.5,4.3,10054,5,5
2023-03,Tucson,SUV,Petrol,1197,Automatic,5,21.68,14287,30974.22,16.2,4.2,6381,5,4
2024-03,Aura,Sedan,Petrol,1497,Manual,7,12.57,6683,8400.53,18.1,3.6,6457,3,5
2023-01,Verna,Sedan,Petrol,1497,Manual,7,11.17,,12711.46,17.5,4.2,,5,3
2023-11,Creta,SUV,Diesel,1197,Manual,5,16.34,5719,9344.85,17.3,3.7,7653,3,4
2023-03,Exter,SUV,Petrol,1999,Manual,7,9,7664,6897.6,16,4.7,8776,5,3
2023-05,Creta,SUV,Petrol,1197,Automatic,7,23.87,8127,19399.15,15.7,3.9,5758,5,5
2023-02,Grand i10 Nios,Hatchback,Petrol,999,Automatic,5,21.52,14945,32161.64,21,3.8,9840,5,5
2024-08,Aura,Sedan,Diesel,999,Manual,5,11.55,6569,7587.2,20.1,4.2,7511,5,5
2024-05,Creta,SUV,Diesel,1497,Manual,7,15.9,9294,14777.46,20.9,3.8,7263,3,4
2024-02,Alcazar,SUV,Diesel,1497,Manual,7,8.37,10253,8581.76,16.3,4.1,10149,5,4
2024-08,Creta,SUV,Diesel,1497,Automatic,5,14.41,3928,5660.25,20,4,8725,5,3
2024-10,Tucson,SUV,Diesel,1999,Automatic,5,7.38,12013,8865.59,20.2,3.6,8139,5,3
2024-03,Creta,SUV,Diesel,999,Manual,5,9.13,12557,11464.54,15.3,4.5,9295,3,4
2024-11,Verna,Sedan,Petrol,1197,Automatic,7,9.28,11803,10953.18,20.4,3.8,6431,3,4
2023-08,Verna,Sedan,Petrol,1999,Manual,5,8.92,12468,11121.46,21.2,3.6,9082,3,3
2024-02,Alcazar,SUV,Petrol,1497,Automatic,5,7.85,6612,5190.42,15.9,3.6,8499,3,5
2023-03,Alcazar,SUV,Diesel,1497,Manual,5,15.53,4549,7064.6,19,3.6,8641,3,3
2023-04,Grand i10 Nios,Hatchback,Petrol,1497,Automatic,7,19.07,796,1517.97,18.4,3.9,10190,3,5
2024-09,i20,Hatchback,Petrol,1197,Automatic,5,9.65,6746,6509.89,15.7,4.5,7504,3,3
2024-06,Verna,Sedan,Diesel,1999,Automatic,7,15.41,11507,17732.29,21.2,3.9,10062,5,5
2023-11,Verna,Sedan,Petrol,1999,Manual,5,24.09,4118,9920.26,22,4,5039,5,3
2023-12,Alcazar,SUV,Diesel,1999,Automatic,5,19.83,3333,6609.34,16.5,4.4,5461,3,5
2024-01,Venue,SUV,Diesel,1497,Manual,5,13.56,14343,19449.11,18.9,4.6,11582,5,3
2024-04,Creta,SUV,Diesel,1497,Manual,7,12.66,11267,14264.02,20,3.6,8702,5,5
2023-04,Exter,SUV,Petrol,1497,Manual,7,18.7,9770,18269.9,21,4.4,6742,5,3
2024-12,Tucson,SUV,Petrol,1497,Manual,5,16.2,12955,20987.1,15.8,4.2,7150,5,5
2024-02,Creta,SUV,Petrol,1497,Manual,7,19.3,9670,18663.1,15.2,4.7,6725,5,5
2023-01,i20,Hatchback,Diesel,1497,Manual,5,22.77,9751,22203.03,16.9,4.2,8581,3,5
2024-10,Tucson,SUV,Diesel,999,Manual,5,14.85,2205,3274.43,18.6,3.9,6762,3,5
2023-04,Creta,SUV,Petrol,1197,Automatic,7,7.92,14418,11419.06,15.5,3.9,4760,5,4
2023-01,Alcazar,SUV,Diesel,1197,Automatic,5,12.69,6178,7839.88,21.1,4.1,4372,3,3
2023-02,Grand i10 Nios,Hatchback,Petrol,1497,Manual,7,19.93,6124,12205.13,15.6,3.7,5133,3,5
2023-12,i20,Hatchback,Petrol,1197,Automatic,5,23.91,5754,13757.81,18.3,3.8,10545,5,5
2024-02,Tucson,SUV,Diesel,999,Automatic,7,14.34,9137,13102.46,20.2,4.5,4018,5,5
2024-04,Venue,SUV,Petrol,1497,Automatic,7,19.19,12459,23908.82,17.2,4.2,7552,3,3
2023-03,Verna,Sedan,Petrol,1197,Automatic,7,24.76,1817,4498.89,17,4.7,5296,5,4
2024-05,Venue,SUV,Diesel,1999,Automatic,5,11.09,14588,16178.09,16.7,3.8,10968,3,5
2024-12,Venue,SUV,Diesel,1999,Automatic,7,10.66,,8611.15,15.7,4.7,4426,5,3
2023-05,i20,Hatchback,Petrol,1497,Manual,5,23.6,9717,22932.12,16.8,3.7,4437,3,3
2023-09,Verna,Sedan,Diesel,1197,Manual,5,23.82,14844,35358.41,20.2,3.5,10201,3,5
2024-09,Tucson,SUV,Petrol,1197,Manual,5,6.1,11765,7176.65,15.1,4.5,7627,5,5
2024-04,Exter,SUV,Diesel,1197,Automatic,5,23.66,7122,16850.65,17.8,4,10268,5,3
2024-06,Verna,Sedan,Diesel,1497,Automatic,5,12.58,14294,17981.85,17.5,3.9,9123,5,5
2024-05,i20,Hatchback,Petrol,1999,Manual,7,16.29,3030,4935.87,17.7,4.5,11782,3,5
2023-05,Alcazar,SUV,Petrol,1197,Automatic,5,23.13,8654,20016.7,21,4.2,5433,5,3
2023-03,Aura,Sedan,Petrol,1497,Automatic,5,13.87,14070,19515.09,16.6,4.1,4742,3,4
2024-08,Venue,SUV,Diesel,1999,Manual,5,15.13,5510,8336.63,18.8,4.5,6656,3,3
2024-09,Verna,Sedan,Petrol,1999,Manual,7,6.53,8438,5510.01,17.4,4,7736,3,5
2024-09,Creta,SUV,Petrol,1497,Automatic,5,13.58,3043,4132.39,19.5,4.8,11000,3,4
2024-09,Exter,SUV,Diesel,1999,Manual,7,21.46,6851,14702.25,20.1,4.2,6617,5,4
2023-04,Venue,SUV,Petrol,1497,Manual,5,22.17,5777,12807.61,20.5,4.2,7313,5,4
2024-11,Verna,Sedan,Diesel,999,Automatic,7,10.79,12649,13648.27,15.7,3.9,5357,3,3
2023-09,Aura,Sedan,Petrol,1999,Automatic,5,13.93,12612,17568.52,17.1,3.5,11343,3,3
2023-05,Alcazar,SUV,Diesel,1197,Automatic,5,22.28,2880,6416.64,19.5,3.6,8558,5,5
2024-12,Creta,SUV,Petrol,1197,Automatic,7,17.65,8917,15738.5,16.8,4.1,11333,5,4
2024-01,Verna,Sedan,Petrol,999,Manual,5,8.88,11633,10330.1,16.1,4.8,11164,5,5
2023-08,Alcazar,SUV,Petrol,1999,Automatic,5,15.32,3094,4740.01,19.6,3.8,6983,3,5
2024-09,Venue,SUV,Petrol,1999,Manual,7,13.65,10188,13906.62,18.9,4,11041,3,5
2024-09,Verna,Sedan,Diesel,1497,Manual,5,24.97,,1742.91,20.7,4.6,8291,3,5
2024-06,i20,Hatchback,Petrol,999,Manual,7,21.06,3819,8042.81,18.6,3.9,8009,3,3
2023-05,Verna,Sedan,Petrol,1197,Automatic,5,18.08,13645,24670.16,17.5,4.4,11946,3,5
2024-04,Venue,SUV,Diesel,999,Automatic,5,14.99,4394,6586.61,16.5,3.9,5015,5,5
2023-02,Creta,SUV,Petrol,1999,Manual,5,8.59,1239,1064.3,16.2,3.7,9339,5,3
2023-07,Aura,Sedan,Petrol,1999,Automatic,7,21.67,6263,13571.92,18.2,4,5115,5,3
2024-08,Alcazar,SUV,Petrol,999,Manual,5,20.49,1049,2149.4,18.5,4.7,8034,3,4
2024-12,i20,Hatchback,Petrol,1197,Manual,5,7.89,13257,10459.77,16.1,4.3,6769,5,5
2024-09,Creta,SUV,Diesel,999,Automatic,5,20.53,13256,27214.57,21.9,3.7,8534,3,5
2023-03,Verna,Sedan,Petrol,999,Manual,5,13.56,7050,9559.8,18,4.4,10982,5,5
2023-02,Grand i10 Nios,Hatchback,Diesel,1197,Manual,5,23.57,8290,19539.53,20.4,4.7,8145,3,5
2023-11,Venue,SUV,Diesel,1197,Automatic,7,9.06,1178,1067.27,20.7,3.8,8427,5,5
2023-11,Creta,SUV,Petrol,1497,Automatic,5,13.14,10895,14316.03,21.1,3.8,7275,5,5
2024-08,Creta,SUV,Petrol,1197,Manual,7,18.9,5802,10965.78,15.3,4.4,4723,3,4
2023-03,Aura,Sedan,Diesel,1497,Manual,5,24.56,1071,2630.38,18.3,3.6,11470,5,5
2024-09,Grand i10 Nios,Hatchback,Diesel,999,Automatic,5,13.35,870,1161.45,17.2,3.7,7901,3,5
2024-12,i20,Hatchback,Petrol,999,Manual,7,17.91,6152,11018.23,15.3,4,5464,5,3
2023-06,Grand i10 Nios,Hatchback,Diesel,1999,Automatic,5,6.95,9849,6845.06,20.5,4.4,9875,3,5
2023-10,i20,Hatchback,Diesel,1497,Automatic,5,23.58,14390,33931.62,19.7,4.7,6639,3,4
2023-05,Venue,SUV,Petrol,1197,Manual,5,19.65,13349,26230.78,17.1,3.6,11557,3,5
2023-02,Verna,Sedan,Diesel,1497,Manual,5,20.5,,10977.75,18.9,4.3,11235,5,4
2024-03,Grand i10 Nios,Hatchback,Petrol,1999,Automatic,5,23.62,6859,16200.96,19.5,4.7,11070,5,3
2023-12,Tucson,SUV,Petrol,1999,Manual,5,19.26,6537,12590.26,21.3,3.6,8902,3,3
2023-07,Exter,SUV,Petrol,1197,Manual,5,24.94,9958,24835.25,17.5,3.9,7943,3,3
2023-05,Venue,SUV,Petrol,1999,Automatic,7,24.45,13171,32203.1,17.2,4.5,6665,5,4
2024-05,Aura,Sedan,Diesel,1497,Automatic,5,7.05,10022,7065.51,18,3.8,11107,3,5
2023-01,Alcazar,SUV,Diesel,999,Manual,7,12.69,4158,5276.5,17.1,3.8,8399,3,3
2023-04,Exter,SUV,Petrol,999,Automatic,5,24.13,10352,24979.38,21.8,4.1,4746,5,4
2024-08,Grand i10 Nios,Hatchback,Petrol,999,Automatic,5,21.01,9171,19268.27,17.9,4.5,6886,5,5
2023-10,Exter,SUV,Petrol,1197,Manual,5,18.23,2673,4872.88,21,4.8,8279,5,4
2024-12,i20,Hatchback,Diesel,1999,Automatic,5,11.49,8711,10008.94,15.3,3.9,8836,3,4
2023-06,Exter,SUV,Petrol,1197,Automatic,5,16.87,6789,11453.04,20.6,4.4,6420,3,5
2024-05,Grand i10 Nios,Hatchback,Petrol,1197,Manual,5,15.33,4414,6766.66,20.9,4.5,5264,3,3
2023-07,Aura,Sedan,Petrol,1197,Manual,5,7.47,12002,8965.49,17.2,3.5,9121,3,5
2023-05,Tucson,SUV,Diesel,1197,Manual,5,19.55,8863,17327.17,15.5,3.7,6475,5,5
2023-02,Tucson,SUV,Petrol,999,Automatic,5,6.39,14951,9553.69,18.9,4.5,5021,3,3
2023-08,Verna,Sedan,Diesel,1197,Manual,5,14.93,,19123.84,15.3,4.4,6424,3,4
2023-04,Tucson,SUV,Diesel,1497,Manual,5,16.32,1110,1811.52,16.8,4.8,11450,5,5
2023-11,i20,Hatchback,Petrol,1999,Automatic,5,9.36,6614,6190.7,16.4,3.8,6076,5,3
2024-06,Tucson,SUV,Petrol,999,Automatic,5,6.26,12562,7863.81,15.6,4.7,7224,3,5
2023-09,i20,Hatchback,Petrol,1999,Automatic,5,9.8,2490,2440.2,15.6,4.4,6281,3,5
2023-06,i20,Hatchback,Diesel,999,Automatic,5,7.96,14367,11436.13,20.4,3.6,4473,5,5
2023-06,i20,Hatchback,Diesel,1999,Manual,5,18.99,5642,10714.16,21.3,3.7,6168,5,5
2023-04,Aura,Sedan,Diesel,1999,Manual,5,22.15,1793,3971.49,18.7,3.8,7627,5,5
2024-07,Grand i10 Nios,Hatchback,Petrol,999,Manual,5,10.71,10554,11303.33,21.5,4.2,11438,3,3
2024-02,i20,Hatchback,Petrol,1999,Manual,5,12.55,3824,4799.12,16.5,3.8,6886,5,4
2023-09,Alcazar,SUV,Petrol,1497,Automatic,5,18.33,8108,14861.96,15.5,4.5,7418,3,4
2023-10,Aura,Sedan,Petrol,1999,Manual,5,8.93,13292,11869.76,20.7,,5709,3,5
2023-11,Venue,SUV,Petrol,1197,Manual,5,7.91,8092,6400.77,21.2,4.7,10874,5,4
2024-02,Grand i10 Nios,Hatchback,Petrol,999,Automatic,5,7.08,,7022.65,21.1,4.2,6888,3,5
2023-12,Verna,Sedan,Diesel,999,Manual,5,14.16,7075,10018.2,19.3,4.2,10264,5,3
2024-10,Aura,Sedan,Petrol,1999,Automatic,7,11.84,1361,1611.42,19.1,,6186,3,5
2024-10,Alcazar,SUV,Diesel,1999,Automatic,7,6.43,14898,9579.41,19.1,4.5,5821,3,4
2023-03,Alcazar,SUV,Petrol,1497,Automatic,5,8.85,1103,976.15,20.1,4,5929,3,3
2023-05,Aura,Sedan,Petrol,1497,Manual,5,7.19,3660,,16.9,3.9,5300,5,3
2023-08,Aura,Sedan,Diesel,1999,Manual,5,20.79,7100,14760.9,18.7,3.9,,5,5
2023-02,Creta,SUV,Petrol,1497,Automatic,5,11.29,11317,12776.89,20.2,4.3,5902,3,3
2024-01,Alcazar,SUV,Diesel,999,Automatic,5,13.17,14089,18555.21,18.6,4.5,11754,5,4
2023-10,Grand i10 Nios,Hatchback,Petrol,1497,Automatic,7,19.27,5371,10349.92,19,3.9,5045,5,5
2023-07,Alcazar,SUV,Diesel,1999,Automatic,7,18.03,,8932.06,21.2,3.7,4131,3,4
2024-12,Creta,SUV,Petrol,999,Manual,5,15.4,13427,20677.58,21,4.5,4155,3,5
2023-11,Tucson,SUV,Petrol,1999,Manual,5,22.24,9578,21301.47,19.6,4.5,9712,3,4
